text,label_true,label_pre
的私人秘书兼同居女友，由于孙穗芳移情别恋蓝妮，故在孙科出生前，严蔼娟已经与孙科分手，因此她是在没有父,unknown,unknown
在上面签名的有竺水招、徐玉兰、尹桂芳、筱丹桂、袁雪芬、张桂凤、吴小楼、傅全香、徐天红、范瑞娟（次,unknown,父母
，副团长张东川，秘书长王志成，副秘书长胡野檎，主要艺术人员有范瑞娟、袁雪芬、傅全香、徐玉兰、张桂凤、,unknown,上下级
”顥ヮ棩顥ヮ棩熟悉王家卫的人都说，没有了陈以靳这位贤妻良母，王家卫成不了今天的王家卫。,兄弟姐妹,兄弟姐妹
-晚年生活在美国留学期间的宋庆龄(右)、宋美龄(左)、与宋子文(中)。,父母,父母
聽：中国建筑工业出版社聽，2006年8月聽．4．聽聽梁思成聽．林洙、林徽因与我聽：清华大学出版社聽，,亲戚,亲戚
：台湾大学医学院牙医硕士父亲：陈水扁母亲：吴淑珍丈夫：赵建铭儿子：赵翊安，赵翊廷，赵翊佑陈幸妤-个人,unknown,unknown
父亲的教诲，便以自刎相逼，执意不肯，吴用只好引荐在江州任职的宋江给戴宗认识，要他多受其照应。,父母,父母
-社会评价聽欧倩怡是郭晋安和郭令山的儿子，是身价最高的十大明星宝贝之一。,父母,父母
1981年，邓丽君办了一场订婚发表会，地点是在郭孔丞自家的香格里拉酒店地下楼的香宫餐厅，餐厅特色是展,父母,父母
环夫人，曹操之妾，生有曹冲、曹据、曹宇三子。,unknown,unknown
会串举行聽盖叫天挂头牌，在黄金大戏院举行武生大会串，演员有高盛麟（是与盖第二次合作）、叶盛章、班世超,unknown,unknown
1992年有人目睹朱丽倩父子与刘德华前往浅水湾看屋子，可是刘德华又一口否认。,夫妻,夫妻
泳队员杨师傅、韩师傅、鲁师傅等人陆续从水中救起6名大学生，而方招、何东旭、陈及时等3名大学生却消失在,unknown,unknown
1970年，邵华和毛岸青产下一子，毛泽东为其取名“新宇”，即“要如昆仑山崩绝壁，又恰,兄弟姐妹,兄弟姐妹
后来，赵飞燕怕大风把汉成帝吹跑，特地为她大兴土木之工，花巨资为她筑起一座华丽的“七宝避,unknown,unknown
和陈小春的婚礼2012年3月1日，应采儿在微博上打响了“婚姻保卫战”，发火称“哪个女的敢再发些奇怪的,夫妻,夫妻
-情感生活武宗文听仲满的未婚妻仲满讲述她们的爱情故事要说夸奖仲满这件事情，平时做得还真多，我,合作,合作
主要演员有高盛麟、高百岁、郭玉昆、关正明、杨菊萍、李蔷华、高维廉、张宏奎、董少英、高世泰等。,unknown,unknown
有不寻常关系而引发离婚，被指是第三者的宗天意首度开腔，指事件无中生有，李赛凤亦发公开信，而罗启仁亦不,合作,合作
张东川，秘书长王志成，副秘书长胡野檎，主要艺术人员有袁雪芬、范瑞娟、傅全香、徐玉兰、张桂凤、吕瑞英、,unknown,unknown
-家庭教育对于赵一涵和赵一楠未来的发展，赵本山表示顺其自然，要看孩子的爱好和意愿，作为父亲，赵本山不,情侣,情侣
因为兄长去世，向公孙瓒请辞归乡，赵云知道刘备此去便不会再回来，因此握着赵云的手不舍的分别。,夫妻,夫妻
由一相声艺人孙玉奎、刘德智、高凤山、侯一尘、高德亮、罗荣寿、侯宝林、佟大方、全常保、常宝霆、于世德1,合作,合作
杜震宇仲书渺-相识仲书渺和仲书渺的第一次邂逅是在2008年的4月，当时杜震宇受邀参加,夫妻,夫妻
娜-主要经历学生时代柳德米拉·普京娜柳德米拉出生在加里宁格勒的一个工人家庭，加里宁格勒第44,父母,父母
[1]聽叶准-兄长叶正父亲去世后，叶准和叶正作为叶氏的嫡传肩负起了更多的责任。,合作,合作
荣）2013年江苏卫视春晚《有钱了》（小品，合作：赵海燕、宋小宝、程野、小沈阳）赵本山-家庭婚姻宋小,夫妻,夫妻
-电影历程由余文乐、张雨绮主演的电影《荒村公寓》中女二号秦海璐，正是如今电视、话剧“双开花”秦子涵的,unknown,unknown
-家庭尹明善与前妻有一个儿子尹喜地尹明善与目前的妻子陈巧凤有一女尹索微尹明善-荣誉尹,unknown,unknown
-人物形象贾赦是贾母的长子，贾琏、迎春的父亲。,父母,父母
马琳的代理人说，如果张宁益一意要离婚，在财产分割上应该多给张宁益分些财产。,unknown,unknown
[2]巩俐-婚姻家庭在1994年黄和祥与张艺谋分手前，就通过香港女作家梁凤仪认识了英美烟草公司亚太,合作,合作
吕丽萍与孙海英吕丽萍在云南拍摄电视剧《激情燃烧的岁月》时，认识了沈阳话剧,unknown,unknown
2001年4月，成方圆和王刚正式办理了离婚手续，王刚的第二次婚姻结束了。,夫妻,夫妻
、余丽珍、陈锦棠、任剑辉33二郎神杨戬（1963）靓次伯、余丽珍、李香琴、刘克宣34白蟒闹龙宫（19,夫妻,夫妻
任达华与琦琦如今看任达华和老婆琦琦，一个是影帝一个是名模，两人演绎着娱,父母,父母
"宗师武术传人,在台武术名家~贺顺定(中)聽郑怀贤（1897—1981），中国武术家。",unknown,unknown
衡兄弟姐妹：郭芙（大姐），郭襄（二姐）姐夫：耶律齐师兄：郭破虏，武敦儒武修文-人物出处郭破虏，金庸武,父母,父母
"14万:10万多人10.4万人淮海战役陈毅、刘伯承、邓小平、粟裕、谭震林60万:80万555,570",父母,父母
，有仪容官至聽：太尉聽谥曰：敬家族父亲：荀绲，配偶：荀彧，兄弟姐妹：荀衍，荀谌唐氏(yù)，(163,合作,合作
得了她心爱的人的尊敬，“我并不知是这等刚烈贤妻，可敬可敬!”尤三姐的痛悔和“截发出家”或许能给柳湘莲,兄弟姐妹,兄弟姐妹
、吴君丽、梁醒波、任冰儿25附荐何文秀（1960）任剑辉、吴君丽、靓次伯、麦炳荣26三十年胭脂泪（1,unknown,unknown
2010年12月13日，林丹与谢杏芳在广州海珠区民政局登记结婚，正式结为夫妻。,unknown,unknown
"主要包括袁和平、袁祥仁、袁信义、袁振洋、袁日初、袁龙驹、袁振威兄弟,另甄子丹是袁和平一手带红的也算在",unknown,unknown
聽甄尧，举孝廉姐姐：甄姜甄脱甄道甄荣丈夫：袁熙甄姬儿女：曹叡东乡公主曹丕-资料背景曹植与甄洛《洛神赋,夫妻,夫妻
双赢郑嘉颖和徐靖雯模特配靓仔，这在贵圈中并非少见，天王郭富城与熊黛林、黎明与乐,好友,好友
罗振玉的胞弟罗振常、长子罗福成、三子罗福苌、四子罗福葆、五子罗福颐都是成就巨大的古文字家和金石学家。,合作,合作
1918年，陈乔年和陈延年因父亲陈独秀从事反袁革命活动受牵连，遭到北洋军阀政府的迫害，,师生,师生
薄小莹北京大学历史系副教授聽聽聽聽聽薄洁莹留美医学博士薄熙宁-图册聽薄熙宁与薄一波、薄熙永、薄熙来的,师生,unknown
袁克文藏书的散逸，大约在袁世凯死后不久。,夫妻,夫妻
王妃)兄弟姐妹孙登孙虑孙和孙霸孙奋孙休孙亮孙鲁育曾效力过的势力吴孙鲁班-简明历史传记聽孙鲁育：字小虎,师生,师生
辗转担任许多官职后，投奔昔日同窗公孙瓒，刘备被封为平原相，时关羽、张飞任别部司马，分统部曲。,父母,父母
-个人荣誉佟麟阁将军墓东侧为夫人彭静智（1889——1968）之墓，佟夫人在文革中被迫害致死。,unknown,unknown
喜欢有趣的人，钱玄同、周作人都是懂幽默的佼佼者，刘半农还喜欢性情飘逸的人，胡适的学生徐志摩就深得周作,夫妻,夫妻
"主要包括袁和平、袁祥仁、袁信义、袁振洋、袁日初、袁龙驹、袁振威兄弟,另甄子丹是袁和平一手带红的也算在",unknown,unknown
于师傅在一次京剧表演中，选了元龙（洪金宝）、元楼（元奎）、元彪、成龙、元华、元武、元泰7人担任七小福,夫妻,夫妻
券股份有限公司独立董事薄熙宁北京六合兴集团有限公司董事长薄熙永-图册聽薄熙永与薄一波、薄熙来的珍贵照,同门,同门
现场最特别的莫过于安可时段，许志安特别披上粉色纱裙，登台演唱了郑秀文的代表作《上弦月》和两人经常合作,父母,父母
由于宫崎骏过于投入工作，对他与长子宫崎吾朗的关系产生负面影响。,unknown,unknown
-与丈夫乔冠华龚澎与丈夫乔冠华1943年深秋，龚澍和乔冠华在重庆结了婚，毛泽,unknown,unknown
.小甜甜今夜不流泪20080303我们一家都是大明星张洛君张克帆陈志强沈春华Life秀2009040,unknown,unknown
、吴君丽、梁醒波、任冰儿25附荐何文秀（1960）靓次伯、吴君丽、任剑辉、麦炳荣26三十年胭脂泪（1,夫妻,夫妻
但贾母向王夫人回话时却说晴雯又懒又淘气，且得了女儿痨，才把送出大观园的。,unknown,unknown
从王政君开始，在王凤的裙带提携下，外戚迅速崛起，拉开了西汉王朝外戚专权的帷幕。,夫妻,夫妻
宋美龄就抓住了这一点作为借口，用政治手腕胁迫张学良同于凤至离婚，好断绝张学良申请去美国探亲定居等的理,unknown,unknown
徐天红、张桂莲、陆锦花、戚雅仙、余彩琴、吴小楼的《明末遗恨》。,unknown,unknown
月29日聽聽2013年《私人定制》聽编剧：王朔聽导演：葛优聽出品：华谊兄弟主演：冯小刚、舒淇、孙红雷,父母,父母
车、摩托车兴趣爱好：音乐、足球、游泳、弹吉他、书法、阅读文章[演员]-感情生活文章与马伊琍文章在遇到,兄弟姐妹,兄弟姐妹
为师，李海泉为他取艺名小生奕。,unknown,unknown
在著名教练党甘亭（人称胎里红）和李正敏等的教授下，高登岳勤学苦练，发奋钻研，技艺进展很快，但他的天资,夫妻,夫妻
势利用网前强攻、高点点杀予以反击，并将比分成功拉开至9-7，杨维张洁雯发起凶猛的反攻，连续的控制对方,父母,父母
-家庭背景蔡志明父亲是香港玩具大王蔡加赞，其父亲身家过百亿，有三个姐姐，是家中独子。,合作,合作
颁奖典礼2006》播出时间：2006.8.26主要演员：郑嘉颖、佘诗曼，马浚伟，吴卓羲，沈殿霞《15,父母,父母
，俊瑞作了分析世界革命形势和关于建立抗日民族统一战线的报告，王昆仑陈述了国民党左派宋庆龄、何香凝、冯,unknown,unknown
聽晚上，三弟兄坐在帐中，关羽取出身边的一本兵书翻阅起来，刘备捧着一个酒坛，大口大口地喝着酒，张飞则坐,unknown,unknown
开始了合作，郭德纲和于谦2000年时跟随北京曲艺团到农村演出，二人合说的一段《学小曲,好友,好友
姐妹：曹宪曹节曹华安阳公主金乡公主儿子：曹奂曹宇[曹操之子]-简明历史传记曹宇，曹操之子，环氏所生，,父母,父母
力用在培养接班人上，京剧后起之秀李莉、李经文、王艳、李国静、雷英等人，都曾得到杨荣环亲传。,unknown,unknown
1987年，方青卓出演《狂潮》时认识了现任丈夫沈小萌，那时候沈小萌是剧组的摄影师。,上下级,unknown
，无意中听到小龙女骗武氏兄弟说自己要娶郭芙的话，杨过每听一句便如经受一次雷轰雷击，心中糊涂，似乎宇宙,上下级,上下级
沛国谯县[今安徽毫州]容貌：暂无相关记载官位：太仆夏侯尚-夏侯儒简介：夏侯儒，夏侯儒的从弟，初为鄢陵,unknown,unknown
行运期：刘銮雄深得甘比欢心，更成为其身边红人，2003年甘比被发现看戏时，身旁竟有,unknown,unknown
郑耀文原驻丹麦大使(1991.11-1997.01)聽薄熙莹-家族图册薄熙宁与薄一波、薄熙永、薄熙来,师生,夫妻
郭槐-家庭父郭配，城阳太守夫贾充子女贾南风贾午贾黎民郭槐-,unknown,unknown
又派儿子兰穆去平息叛乱，兰穆向慕容盛进言除掉兰汗，兰汗又答应，派人去传唤慕容盛，兰妃先得知了这个密谋,师生,师生
-绯闻事件汪小菲和儿子汪则翰2010年11月，正当京城阔少汪小菲撇张雨绮跟大S火速订婚,unknown,unknown
干露露-简介雷炳侠，网络红人雷炳侠的母亲。,兄弟姐妹,兄弟姐妹
-简介张维，其父母张克澄、陆士嘉曾在清华大学工作多年。,unknown,unknown
偷食被拍街头狂吻年轻女子陈国熹与丈夫叶童结婚二十一载，虽然早年男方曾被拍得与安雅及梅艳芳经理人王敏慧,父母,父母
、王力宏、金贤重、谢霆锋、山下智久聽亚洲四小天王聽允浩赵晨浩韩庚郑吴尊吴尊-电视作品吴尊《终极一班》,父母,父母
、孙维世1940年9月，周恩来和邓颖超在被日本飞机炸毁的八路军驻重庆办事处楼前留影194,父母,父母
与毛岸青于1960年在大连结婚，邵华是邵华的嫂子刘思齐的妹妹。,父母,父母
…谢东之事：啥都不知道因谢东吸毒牵扯出侯宝林私生子问题，侯耀文侯耀华兄弟于是也被反复追问。,夫妻,夫妻
孙宝才、高笑林、连秀全、王长友、王凤山、郭宝珊、孙少臣等人白全福-为人解难聽侯宝林冯巩、郭冬临在央视,unknown,unknown
束“三闭主义”1945年11月2日，农历乙酉年九月廿八日：王吟秋收程砚秋为徒1946年，农历丙戌年，,父母,父母
二哥的儿子，而郭凯伦则是郭士强大哥的儿子，尽管在年龄上郭艾伦要长郭凯伦两岁，但是在辈分上还,父母,父母
-窘境潦倒王元龙;金焰;王次龙;郑超人1930年至1935年，他先后在“孤星”、“大长城,合作,合作
梁元帝萧绎，萧衍第七子，初封湘东郡王，后任侍中、丹阳尹。,父母,unknown
”刘德一24岁的独生子刘乙麟能接受21岁的李洁吗？,unknown,unknown
[2]杨澜[吴征丈夫]杨澜丈夫]-晒与撒切尔夫人旧交情聽不慎闹乌龙2013年4月,unknown,unknown
”听到李贞对自己有如此评价，甘泗淇感到非常欣慰，脸也不由自主地红了。,unknown,unknown
郝蕾与李光洁在2006年时就已经注册结婚，稍早前两人都曾公开向媒体表示将,unknown,unknown
为人有谋略，汉初，吕后助刘邦杀韩信，彭越等异姓王，消灭分裂势力巩固统一的局面。,unknown,unknown
1919年暑假的一天，孙中山和蒋介石、戴季陶看望张静江，在张府陈洁如首次遇到蒋介石。,父母,父母
1950年10月1日，彩色越剧艺术影片《石榴红》在上海首映，徐天红、戚雅仙、高剑琳等主演。,unknown,unknown
